DYNAMIC_PUNCH	100	FIGHTING	50	CONFUSE_HIT	100	5
EARTHQUAKE	100	GROUND	100	EARTHQUAKE	0	10
EGG_BOMB	100	NORMAL	75	HIT	0	10
EMBER	40	FIRE	100	BURN_HIT	10	25
ENCORE	0	NORMAL	100	ENCORE	0	5
ENDEAVOR	1	NORMAL	100	ENDEAVOR	0	5
ENDURE	0	NORMAL	0	ENDURE	0	10
ERUPTION	150	FIRE	100	ERUPTION	0	5
EXPLOSION	250	NORMAL	100	EXPLOSION	0	5
EXTRASENSORY	80	PSYCHIC	100	FLINCH_MINIMIZE_HIT	10	30
EXTREME_SPEED	80	NORMAL	100	QUICK_ATTACK	0	5
FACADE	70	NORMAL	100	FACADE	0	20
FAINT_ATTACK	60	DARK	0	ALWAYS_HIT	0	20
FAKE_OUT	40	NORMAL	100	FAKE_OUT	0	10
FAKE_TEARS	0	DARK	100	SPECIAL_DEFENSE_DOWN_2	0	20
FALSE_SWIPE	40	NORMAL	100	FALSE_SWIPE	0	40
FEATHER_DANCE	0	FLYING	100	ATTACK_DOWN_2	0	15
FIRE_BLAST	120	FIRE	85	BURN_HIT	10	5
FIRE_PUNCH	75	FIRE	100	BURN_HIT	10	15
FIRE_SPIN	15	FIRE	70	TRAP	100	15
FISSURE	1	GROUND	30	OHKO	0	5
FLAIL	1	NORMAL	100	FLAIL	0	15
FLAMETHROWER	95	FIRE	100	BURN_HIT	10	15
FLAME_WHEEL	60	FIRE	100	THAW_HIT	10	25
FLASH	0	NORMAL	70	ACCURACY_DOWN	0	20
FLATTER	0	DARK	100	FLATTER	0	15
FLY	70	FLYING	95	SEMI_INVULNERABLE	0	15
FOCUS_ENERGY	0	NORMAL	0	FOCUS_ENERGY	0	30
FOCUS_PUNCH	150	FIGHTING	100	FOCUS_PUNCH	0	20
FOLLOW_ME	0	NORMAL	100	FOLLOW_ME	0	20
FORESIGHT	0	NORMAL	100	FORESIGHT	0	40
FRENZY_PLANT	150	GRASS	90	RECHARGE	0	5
FRUSTRATION	1	NORMAL	100	FRUSTRATION	0	20
FURY_ATTACK	15	NORMAL	85	MULTI_HIT	0	20
FURY_CUTTER	10	BUG	95	FURY_CUTTER	0	20
FURY_SWIPES	18	NORMAL	80	MULTI_HIT	0	15
FUTURE_SIGHT	80	PSYCHIC	90	FUTURE_SIGHT	0	15
GIGA_DRAIN	60	GRASS	100	ABSORB	0	5
GLARE	0	NORMAL	75	PARALYZE	0	30
GRASS_WHISTLE	0	GRASS	55	SLEEP	0	15
GROWL	0	NORMAL	100	ATTACK_DOWN	0	40
GROWTH	0	NORMAL	0	SPECIAL_ATTACK_UP	0	40
GRUDGE	0	GHOST	100	GRUDGE	0	5
GUILLOTINE	1	NORMAL	30	OHKO	0	5
GUST	40	FLYING	100	GUST	0	35
HAIL	0	ICE	0	HAIL	0	10
HARDEN	0	NORMAL	0	DEFENSE_UP	0	30
HAZE	0	ICE	0	HAZE	0	30
HEADBUTT	70	NORMAL	100	FLINCH_HIT	30	15
HEAL_BELL	0	NORMAL	0	HEAL_BELL	0	5
HEAT_WAVE	100	FIRE	90	BURN_HIT	10	10
HELPING_HAND	0	NORMAL	100	HELPING_HAND	0	20
HIDDEN_POWER	1	NORMAL	100	HIDDEN_POWER	0	15
HI_JUMP_KICK	85	FIGHTING	90	RECOIL_IF_MISS	0	20
HORN_ATTACK	65	NORMAL	100	HIT	0	25
HORN_DRILL	1	NORMAL	30	OHKO	0	5
HOWL	0	NORMAL	0	ATTACK_UP	0	40
HYDRO_CANNON	150	WATER	90	RECHARGE	0	5
HYDRO_PUMP	120	WATER	80	HIT	0	5
HYPER_BEAM	150	NORMAL	90	RECHARGE	0	5
HYPER_FANG	80	NORMAL	90	FLINCH_HIT	10	15
HYPER_VOICE	90	NORMAL	100	HIT	0	10
HYPNOSIS	0	PSYCHIC	60	SLEEP	0	20
ICE_BALL	30	ICE	90	ROLLOUT	0	20
ICE_BEAM	95	ICE	100	FREEZE_HIT	10	10
ICE_PUNCH	75	ICE	100	FREEZE_HIT	10	15
ICICLE_SPEAR	10	ICE	100	MULTI_HIT	0	30
ICY_WIND	55	ICE	95	SPEED_DOWN_HIT	100	15
IMPRISON	0	PSYCHIC	100	IMPRISON	0	10
INGRAIN	0	GRASS	100	INGRAIN	0	20
IRON_DEFENSE	0	STEEL	0	DEFENSE_UP_2	0	15
IRON_TAIL	100	STEEL	75	DEFENSE_DOWN_HIT	30	15
JUMP_KICK	70	FIGHTING	95	RECOIL_IF_MISS	0	25
KARATE_CHOP	50	FIGHTING	100	HIGH_CRITICAL	0	25
KINESIS	0	PSYCHIC	80	ACCURACY_DOWN	0	15
KNOCK_OFF	20	DARK	100	KNOCK_OFF	100	20
LEAF_BLADE	70	GRASS	100	HIGH_CRITICAL	0	15
LEECH_LIFE	20	BUG	100	ABSORB	0	15
LEECH_SEED	0	GRASS	90	LEECH_SEED	0	10
LEER	0	NORMAL	100	DEFENSE_DOWN	0	30
LICK	20	GHOST	100	PARALYZE_HIT	30	30
LIGHT_SCREEN	0	PSYCHIC	0	LIGHT_SCREEN	0	30
LOCK_ON	0	NORMAL	100	LOCK_ON	0	5
LOVELY_KISS	0	NORMAL	75	SLEEP	0	10
LOW_KICK	1	FIGHTING	100	LOW_KICK	0	20
LUSTER_PURGE	70	PSYCHIC	100	SPECIAL_DEFENSE_DOWN_HIT	50	5
MACH_PUNCH	40	FIGHTING	100	QUICK_ATTACK	0	30
MAGICAL_LEAF	60	GRASS	0	ALWAYS_HIT	0	20
MAGIC_COAT	0	PSYCHIC	100	MAGIC_COAT	0	15
MAGNITUDE	1	GROUND	100	MAGNITUDE	0	30
MEAN_LOOK	0	NORMAL	100	MEAN_LOOK	0	5
MEDITATE	0	PSYCHIC	0	ATTACK_UP	0	40
MEGAHORN	120	BUG	85	HIT	0	10
MEGA_DRAIN	40	GRASS	100	ABSORB	0	10
MEGA_KICK	120	NORMAL	75	HIT	0	5
MEGA_PUNCH	80	NORMAL	85	HIT	0	20
MEMENTO	0	DARK	100	MEMENTO	0	10
METAL_CLAW	50	STEEL	95	ATTACK_UP_HIT	10	35
METAL_SOUND	0	STEEL	85	SPECIAL_DEFENSE_DOWN_2	0	40
METEOR_MASH	100	STEEL	85	ATTACK_UP_HIT	20	10
METRONOME	0	NORMAL	0	METRONOME	0	10
MILK_DRINK	0	NORMAL	0	SOFTBOILED	0	10
MIMIC	0	NORMAL	100	MIMIC	0	10
MIND_READER	0	NORMAL	100	LOCK_ON	0	5
MINIMIZE	0	NORMAL	0	MINIMIZE	0	20
MIRROR_COAT	1	PSYCHIC	100	MIRROR_COAT	0	20
MIRROR_MOVE	0	FLYING	0	MIRROR_MOVE	0	20
MIST	0	ICE	0	MIST	0	30
MIST_BALL	70	PSYCHIC	100	SPECIAL_ATTACK_DOWN_HIT	50	5
MOONLIGHT	0	NORMAL	0	MOONLIGHT	0	5
MORNING_SUN	0	NORMAL	0	MORNING_SUN	0	5
MUDDY_WATER	95	WATER	85	ACCURACY_DOWN_HIT	30	10
MUD_SHOT	55	GROUND	95	SPEED_DOWN_HIT	100	15
MUD_SLAP	20	GROUND	100	ACCURACY_DOWN_HIT	100	10
MUD_SPORT	0	GROUND	100	MUD_SPORT	0	15
NATURE_POWER	0	NORMAL	95	NATURE_POWER	0	20
NEEDLE_ARM	60	GRASS	100	FLINCH_MINIMIZE_HIT	30	15
NIGHTMARE	0	GHOST	100	NIGHTMARE	0	15
NIGHT_SHADE	1	GHOST	100	LEVEL_DAMAGE	0	15
OCTAZOOKA	65	WATER	85	ACCURACY_DOWN_HIT	50	10
ODOR_SLEUTH	0	NORMAL	100	FORESIGHT	0	40
OUTRAGE	90	DRAGON	100	RAMPAGE	100	15
OVERHEAT	140	FIRE	90	OVERHEAT	100	5
PAIN_SPLIT	0	NORMAL	100	PAIN_SPLIT	0	20
PAY_DAY	40	NORMAL	100	PAY_DAY	100	20
PECK	35	FLYING	100	HIT	0	35
PERISH_SONG	0	NORMAL	0	PERISH_SONG	0	5
PETAL_DANCE	70	GRASS	100	RAMPAGE	100	20
PIN_MISSILE	14	BUG	85	MULTI_HIT	0	20
POISON_FANG	50	POISON	100	POISON_FANG	30	15
POISON_GAS	0	POISON	55	POISON	0	40
POISON_POWDER	0	POISON	75	POISON	0	35
POISON_STING	15	POISON	100	POISON_HIT	30	35
POISON_TAIL	50	POISON	100	POISON_TAIL	10	25
POUND	40	NORMAL	100	HIT	0	35
POWDER_SNOW	40	ICE	100	FREEZE_HIT	10	25
PRESENT	1	NORMAL	90	PRESENT	0	15
PROTECT	0	NORMAL	0	PROTECT	0	10
PSYBEAM	65	PSYCHIC	100	CONFUSE_HIT	10	20
PSYCHIC	90	PSYCHIC	100	SPECIAL_DEFENSE_DOWN_HIT	10	10
PSYCHO_BOOST	140	PSYCHIC	90	OVERHEAT	100	5
PSYCH_UP	0	NORMAL	0	PSYCH_UP	0	10
PSYWAVE	1	PSYCHIC	80	PSYWAVE	0	15
PURSUIT	40	DARK	100	PURSUIT	0	20
QUICK_ATTACK	40	NORMAL	100	QUICK_ATTACK	0	30
RAGE	20	NORMAL	100	RAGE	0	20
RAIN_DANCE	0	WATER	0	RAIN_DANCE	0	5
RAPID_SPIN	20	NORMAL	100	RAPID_SPIN	0	40
RAZOR_LEAF	55	GRASS	95	HIGH_CRITICAL	0	25
RAZOR_WIND	80	NORMAL	100	RAZOR_WIND	0	10
RECOVER	0	NORMAL	0	RESTORE_HP	0	20
RECYCLE	0	NORMAL	100	RECYCLE	0	10
REFLECT	0	PSYCHIC	0	REFLECT	0	20
REFRESH	0	NORMAL	100	REFRESH	0	20
REST	0	PSYCHIC	0	REST	0	10
RETURN	1	NORMAL	100	RETURN	0	20
REVENGE	60	FIGHTING	100	REVENGE	0	10
REVERSAL	1	FIGHTING	100	FLAIL	0	15
ROAR	0	NORMAL	100	ROAR	0	20
ROCK_BLAST	25	ROCK	80	MULTI_HIT	0	10
ROCK_SLIDE	75	ROCK	90	FLINCH_HIT	30	10
ROCK_SMASH	20	FIGHTING	100	DEFENSE_DOWN_HIT	50	15
ROCK_THROW	50	ROCK	90	HIT	0	15
ROCK_TOMB	50	ROCK	80	SPEED_DOWN_HIT	100	10
ROLE_PLAY	0	PSYCHIC	100	ROLE_PLAY	0	10
ROLLING_KICK	60	FIGHTING	85	FLINCH_HIT	30	15
ROLLOUT	30	ROCK	90	ROLLOUT	0	20
SACRED_FIRE	100	FIRE	95	THAW_HIT	50	5
SAFEGUARD	0	NORMAL	0	SAFEGUARD	0	25
SANDSTORM	0	ROCK	0	SANDSTORM	0	10
SAND_ATTACK	0	GROUND	100	ACCURACY_DOWN	0	15
SAND_TOMB	15	GROUND	70	TRAP	100	15
SCARY_FACE	0	NORMAL	90	SPEED_DOWN_2	0	10
SCRATCH	40	NORMAL	100	HIT	0	35
SCREECH	0	NORMAL	85	DEFENSE_DOWN_2	0	40
SECRET_POWER	70	NORMAL	100	SECRET_POWER	30	20
SEISMIC_TOSS	1	FIGHTING	100	LEVEL_DAMAGE	0	20
SELF_DESTRUCT	200	NORMAL	100	EXPLOSION	0	5
SHADOW_BALL	80	GHOST	100	SPECIAL_DEFENSE_DOWN_HIT	20	15
SHADOW_PUNCH	60	GHOST	0	ALWAYS_HIT	0	20
SHARPEN	0	NORMAL	0	ATTACK_UP	0	30
SHEER_COLD	1	ICE	30	OHKO	0	5
SHOCK_WAVE	60	ELECTRIC	0	ALWAYS_HIT	0	20
SIGNAL_BEAM	75	BUG	100	CONFUSE_HIT	10	15
SILVER_WIND	60	BUG	100	ALL_STATS_UP_HIT	10	5
SING	0	NORMAL	55	SLEEP	0	15
SKETCH	0	NORMAL	0	SKETCH	0	1
SKILL_SWAP	0	PSYCHIC	100	SKILL_SWAP	0	10
SKULL_BASH	100	NORMAL	100	SKULL_BASH	0	15
SKY_ATTACK	140	FLYING	90	SKY_ATTACK	30	5
SKY_UPPERCUT	85	FIGHTING	90	SKY_UPPERCUT	0	15
SLACK_OFF	0	NORMAL	100	RESTORE_HP	0	10
SLAM	80	NORMAL	75	HIT	0	20
SLASH	70	NORMAL	100	HIGH_CRITICAL	0	20
SLEEP_POWDER	0	GRASS	75	SLEEP	0	15
SLEEP_TALK	0	NORMAL	0	SLEEP_TALK	0	10
SLUDGE	65	POISON	100	POISON_HIT	30	20
SLUDGE_BOMB	90	POISON	100	POISON_HIT	30	10
SMELLING_SALT	60	NORMAL	100	SMELLINGSALT	0	10
SMOG	20	POISON	70	POISON_HIT	40	20
SMOKESCREEN	0	NORMAL	100	ACCURACY_DOWN	0	20
SNATCH	0	DARK	100	SNATCH	0	10
SNORE	40	NORMAL	100	SNORE	30	15
SOFT_BOILED	0	NORMAL	100	SOFTBOILED	0	10
SOLAR_BEAM	120	GRASS	100	SOLAR_BEAM	0	10
SONIC_BOOM	1	NORMAL	90	SONICBOOM	0	20
SPARK	65	ELECTRIC	100	PARALYZE_HIT	30	20
SPIDER_WEB	0	BUG	100	MEAN_LOOK	0	10
SPIKES	0	GROUND	0	SPIKES	0	20
SPIKE_CANNON	20	NORMAL	100	MULTI_HIT	0	15
SPITE	0	GHOST	100	SPITE	0	10
SPIT_UP	100	NORMAL	100	SPIT_UP	0	10
SPLASH	0	NORMAL	0	SPLASH	0	40
SPORE	0	GRASS	100	SLEEP	0	15
STEEL_WING	70	STEEL	90	DEFENSE_UP_HIT	10	25
STOCKPILE	0	NORMAL	0	STOCKPILE	0	10
STOMP	65	NORMAL	100	FLINCH_MINIMIZE_HIT	30	20
STRENGTH	80	NORMAL	100	HIT	0	15
STRING_SHOT	0	BUG	95	SPEED_DOWN	0	40
STRUGGLE	50	NORMAL	100	RECOIL	0	1
STUN_SPORE	0	GRASS	75	PARALYZE	0	30
SUBMISSION	80	FIGHTING	80	RECOIL	0	25
SUBSTITUTE	0	NORMAL	0	SUBSTITUTE	0	10
SUNNY_DAY	0	FIRE	0	SUNNY_DAY	0	5
SUPERPOWER	120	FIGHTING	100	SUPERPOWER	0	5
SUPERSONIC	0	NORMAL	55	CONFUSE	0	20
SUPER_FANG	1	NORMAL	90	SUPER_FANG	0	10
SURF	95	WATER	100	HIT	0	15
SWAGGER	0	NORMAL	90	SWAGGER	100	15
SWALLOW	0	NORMAL	0	SWALLOW	0	10
SWEET_KISS	0	NORMAL	75	CONFUSE	0	10
SWEET_SCENT	0	NORMAL	100	EVASION_DOWN	0	20
SWIFT	60	NORMAL	0	ALWAYS_HIT	0	20
SWORDS_DANCE	0	NORMAL	0	ATTACK_UP_2	0	30
SYNTHESIS	0	GRASS	0	SYNTHESIS	0	5
TACKLE	35	NORMAL	95	HIT	0	35
TAIL_GLOW	0	BUG	100	SPECIAL_ATTACK_UP_2	0	20
TAIL_WHIP	0	NORMAL	100	DEFENSE_DOWN	0	30
TAKE_DOWN	90	NORMAL	85	RECOIL	0	20
TAUNT	0	DARK	100	TAUNT	0	20
TEETER_DANCE	0	NORMAL	100	TEETER_DANCE	0	20
TELEPORT	0	PSYCHIC	0	TELEPORT	0	20
THIEF	40	DARK	100	THIEF	100	10
THRASH	90	NORMAL	100	RAMPAGE	100	20
THUNDER	120	ELECTRIC	70	THUNDER	30	10
THUNDERBOLT	95	ELECTRIC	100	PARALYZE_HIT	10	15
THUNDER_PUNCH	75	ELECTRIC	100	PARALYZE_HIT	10	15
THUNDER_SHOCK	40	ELECTRIC	100	PARALYZE_HIT	10	30
THUNDER_WAVE	0	ELECTRIC	100	PARALYZE	0	20
TICKLE	0	NORMAL	100	TICKLE	0	20
TORMENT	0	DARK	100	TORMENT	0	15
TOXIC	0	POISON	85	TOXIC	100	10
TRANSFORM	0	NORMAL	0	TRANSFORM	0	10
TRICK	0	PSYCHIC	100	TRICK	0	10
TRIPLE_KICK	10	FIGHTING	90	TRIPLE_KICK	0	10
TRI_ATTACK	80	NORMAL	100	TRI_ATTACK	20	10
TWINEEDLE	25	BUG	100	TWINEEDLE	20	20
TWISTER	40	DRAGON	100	TWISTER	20	20
UPROAR	50	NORMAL	100	UPROAR	100	10
VICE_GRIP	55	NORMAL	100	HIT	0	30
VINE_WHIP	35	GRASS	100	HIT	0	10
VITAL_THROW	70	FIGHTING	100	VITAL_THROW	0	10
VOLT_TACKLE	120	ELECTRIC	100	DOUBLE_EDGE	0	15
WATERFALL	80	WATER	100	HIT	0	15
WATER_GUN	40	WATER	100	HIT	0	25
WATER_PULSE	60	WATER	100	CONFUSE_HIT	20	20
WATER_SPORT	0	WATER	100	WATER_SPORT	0	15
WATER_SPOUT	150	WATER	100	ERUPTION	0	5
WEATHER_BALL	50	NORMAL	100	WEATHER_BALL	0	10
WHIRLPOOL	15	WATER	70	TRAP	100	15
WHIRLWIND	0	NORMAL	100	ROAR	0	20
WILL_O_WISP	0	FIRE	75	WILL_O_WISP	0	15
WING_ATTACK	60	FLYING	100	HIT	0	35
WISH	0	NORMAL	100	WISH	0	10
WITHDRAW	0	WATER	0	DEFENSE_UP	0	40
WRAP	15	NORMAL	85	TRAP	100	20
YAWN	0	NORMAL	100	YAWN	0	10
ZAP_CANNON	100	ELECTRIC	50	PARALYZE_HIT	100	5
