ARMALDO	WATER_PULSE,TOXIC,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,FRUSTRATION,IRON_TAIL,EARTHQUAKE,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,SANDSTORM,ROCK_TOMB,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,CUT,STRENGTH,ROCK_SMASH
ARON	WATER_PULSE,ROAR,TOXIC,HIDDEN_POWER,SUNNY_DAY,PROTECT,RAIN_DANCE,FRUSTRATION,IRON_TAIL,EARTHQUAKE,RETURN,DIG,DOUBLE_TEAM,SHOCK_WAVE,SANDSTORM,ROCK_TOMB,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,CUT,STRENGTH,ROCK_SMASH
ARTICUNO	WATER_PULSE,ROAR,TOXIC,HAIL,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,BLIZZARD,HYPER_BEAM,PROTECT,RAIN_DANCE,FRUSTRATION,RETURN,DOUBLE_TEAM,REFLECT,SANDSTORM,AERIAL_ACE,FACADE,SECRET_POWER,REST,STEEL_WING,FLY,ROCK_SMASH
AZUMARILL	FOCUS_PUNCH,WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,ICE_BEAM,BLIZZARD,HYPER_BEAM,PROTECT,RAIN_DANCE,FRUSTRATION,IRON_TAIL,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,FACADE,SECRET_POWER,REST,ATTRACT,SURF,STRENGTH,ROCK_SMASH,WATERFALL,DIVE
AZURILL	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,ICE_BEAM,BLIZZARD,PROTECT,RAIN_DANCE,FRUSTRATION,IRON_TAIL,RETURN,DOUBLE_TEAM,FACADE,SECRET_POWER,REST,ATTRACT,SURF,WATERFALL
BAGON	DRAGON_CLAW,ROAR,TOXIC,HIDDEN_POWER,SUNNY_DAY,PROTECT,RAIN_DANCE,FRUSTRATION,RETURN,BRICK_BREAK,DOUBLE_TEAM,FLAMETHROWER,FIRE_BLAST,ROCK_TOMB,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,CUT,STRENGTH,ROCK_SMASH
BALTOY	TOXIC,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,LIGHT_SCREEN,PROTECT,RAIN_DANCE,FRUSTRATION,SOLAR_BEAM,EARTHQUAKE,RETURN,DIG,PSYCHIC,SHADOW_BALL,DOUBLE_TEAM,REFLECT,SANDSTORM,ROCK_TOMB,FACADE,SECRET_POWER,REST,SKILL_SWAP,FLASH
BANETTE	CALM_MIND,TOXIC,HIDDEN_POWER,SUNNY_DAY,TAUNT,HYPER_BEAM,PROTECT,RAIN_DANCE,FRUSTRATION,THUNDERBOLT,THUNDER,RETURN,PSYCHIC,SHADOW_BALL,DOUBLE_TEAM,SHOCK_WAVE,TORMENT,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,SKILL_SWAP,SNATCH,FLASH
BARBOACH	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,ICE_BEAM,BLIZZARD,PROTECT,RAIN_DANCE,FRUSTRATION,EARTHQUAKE,RETURN,DOUBLE_TEAM,SANDSTORM,ROCK_TOMB,FACADE,SECRET_POWER,REST,ATTRACT,SURF,WATERFALL,DIVE
BAYLEEF	TOXIC,BULLET_SEED,HIDDEN_POWER,SUNNY_DAY,LIGHT_SCREEN,PROTECT,GIGA_DRAIN,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,IRON_TAIL,RETURN,DOUBLE_TEAM,REFLECT,FACADE,SECRET_POWER,REST,ATTRACT,CUT,STRENGTH,FLASH,ROCK_SMASH
BEAUTIFLY	TOXIC,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,GIGA_DRAIN,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,RETURN,PSYCHIC,SHADOW_BALL,DOUBLE_TEAM,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,FLASH
BEEDRILL	TOXIC,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,GIGA_DRAIN,FRUSTRATION,SOLAR_BEAM,RETURN,BRICK_BREAK,DOUBLE_TEAM,SLUDGE_BOMB,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,CUT,ROCK_SMASH
BELLOSSOM	TOXIC,BULLET_SEED,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,GIGA_DRAIN,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,RETURN,DOUBLE_TEAM,SLUDGE_BOMB,FACADE,SECRET_POWER,REST,ATTRACT,CUT,FLASH
BELLSPROUT	TOXIC,BULLET_SEED,HIDDEN_POWER,SUNNY_DAY,PROTECT,GIGA_DRAIN,FRUSTRATION,SOLAR_BEAM,RETURN,DOUBLE_TEAM,SLUDGE_BOMB,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,CUT,FLASH
BLASTOISE	FOCUS_PUNCH,WATER_PULSE,ROAR,TOXIC,HAIL,HIDDEN_POWER,ICE_BEAM,BLIZZARD,HYPER_BEAM,PROTECT,RAIN_DANCE,FRUSTRATION,IRON_TAIL,EARTHQUAKE,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,FACADE,SECRET_POWER,REST,ATTRACT,SURF,STRENGTH,ROCK_SMASH,WATERFALL,DIVE
BLAZIKEN	FOCUS_PUNCH,ROAR,TOXIC,BULK_UP,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,FRUSTRATION,EARTHQUAKE,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,FLAMETHROWER,FIRE_BLAST,ROCK_TOMB,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,OVERHEAT,CUT,STRENGTH,ROCK_SMASH
BLISSEY	FOCUS_PUNCH,WATER_PULSE,CALM_MIND,TOXIC,HAIL,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,BLIZZARD,HYPER_BEAM,LIGHT_SCREEN,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,IRON_TAIL,THUNDERBOLT,THUNDER,EARTHQUAKE,RETURN,PSYCHIC,SHADOW_BALL,BRICK_BREAK,DOUBLE_TEAM,SHOCK_WAVE,FLAMETHROWER,SANDSTORM,FIRE_BLAST,ROCK_TOMB,FACADE,SECRET_POWER,REST,ATTRACT,SKILL_SWAP,SNATCH,STRENGTH,FLASH,ROCK_SMASH
BRELOOM	FOCUS_PUNCH,TOXIC,BULK_UP,BULLET_SEED,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,GIGA_DRAIN,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,IRON_TAIL,RETURN,BRICK_BREAK,DOUBLE_TEAM,SLUDGE_BOMB,FACADE,SECRET_POWER,REST,ATTRACT,SNATCH,CUT,STRENGTH,FLASH,ROCK_SMASH
BULBASAUR	TOXIC,BULLET_SEED,HIDDEN_POWER,SUNNY_DAY,PROTECT,GIGA_DRAIN,FRUSTRATION,SOLAR_BEAM,RETURN,DOUBLE_TEAM,SLUDGE_BOMB,FACADE,SECRET_POWER,REST,ATTRACT,CUT,STRENGTH,FLASH,ROCK_SMASH
BUTTERFREE	TOXIC,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,RAIN_DANCE,GIGA_DRAIN,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,RETURN,PSYCHIC,SHADOW_BALL,DOUBLE_TEAM,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,SKILL_SWAP,FLASH
CACNEA	FOCUS_PUNCH,TOXIC,BULLET_SEED,HIDDEN_POWER,SUNNY_DAY,PROTECT,GIGA_DRAIN,FRUSTRATION,SOLAR_BEAM,RETURN,DOUBLE_TEAM,SANDSTORM,FACADE,SECRET_POWER,REST,ATTRACT,CUT,FLASH
CACTURNE	FOCUS_PUNCH,TOXIC,BULLET_SEED,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,GIGA_DRAIN,FRUSTRATION,SOLAR_BEAM,RETURN,DOUBLE_TEAM,SANDSTORM,FACADE,SECRET_POWER,REST,ATTRACT,CUT,STRENGTH,FLASH
CAMERUPT	ROAR,TOXIC,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,FRUSTRATION,EARTHQUAKE,RETURN,DIG,DOUBLE_TEAM,FLAMETHROWER,SANDSTORM,FIRE_BLAST,ROCK_TOMB,FACADE,SECRET_POWER,REST,ATTRACT,OVERHEAT,STRENGTH,ROCK_SMASH
CARVANHA	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,TAUNT,ICE_BEAM,BLIZZARD,PROTECT,RAIN_DANCE,FRUSTRATION,RETURN,DOUBLE_TEAM,TORMENT,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,SURF,WATERFALL,DIVE
CASTFORM	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,BLIZZARD,PROTECT,RAIN_DANCE,FRUSTRATION,SOLAR_BEAM,THUNDERBOLT,THUNDER,RETURN,SHADOW_BALL,DOUBLE_TEAM,SHOCK_WAVE,FLAMETHROWER,SANDSTORM,FIRE_BLAST,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,FLASH
CELEBI	WATER_PULSE,CALM_MIND,TOXIC,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,LIGHT_SCREEN,PROTECT,RAIN_DANCE,GIGA_DRAIN,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,RETURN,PSYCHIC,SHADOW_BALL,DOUBLE_TEAM,REFLECT,SHOCK_WAVE,SANDSTORM,AERIAL_ACE,FACADE,SECRET_POWER,REST,SKILL_SWAP,CUT,FLASH
CHANSEY	FOCUS_PUNCH,WATER_PULSE,CALM_MIND,TOXIC,HAIL,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,BLIZZARD,HYPER_BEAM,LIGHT_SCREEN,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,IRON_TAIL,THUNDERBOLT,THUNDER,EARTHQUAKE,RETURN,PSYCHIC,SHADOW_BALL,BRICK_BREAK,DOUBLE_TEAM,SHOCK_WAVE,FLAMETHROWER,SANDSTORM,FIRE_BLAST,ROCK_TOMB,FACADE,SECRET_POWER,REST,ATTRACT,SKILL_SWAP,SNATCH,STRENGTH,FLASH,ROCK_SMASH
CHARIZARD	FOCUS_PUNCH,DRAGON_CLAW,ROAR,TOXIC,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,FRUSTRATION,IRON_TAIL,EARTHQUAKE,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,FLAMETHROWER,FIRE_BLAST,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,STEEL_WING,OVERHEAT,CUT,FLY,STRENGTH,ROCK_SMASH
CHARMANDER	FOCUS_PUNCH,DRAGON_CLAW,TOXIC,HIDDEN_POWER,SUNNY_DAY,PROTECT,FRUSTRATION,IRON_TAIL,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,FLAMETHROWER,FIRE_BLAST,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,OVERHEAT,CUT,STRENGTH,ROCK_SMASH
CHARMELEON	FOCUS_PUNCH,DRAGON_CLAW,TOXIC,HIDDEN_POWER,SUNNY_DAY,PROTECT,FRUSTRATION,IRON_TAIL,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,FLAMETHROWER,FIRE_BLAST,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,OVERHEAT,CUT,STRENGTH,ROCK_SMASH
CHIKORITA	TOXIC,BULLET_SEED,HIDDEN_POWER,SUNNY_DAY,LIGHT_SCREEN,PROTECT,GIGA_DRAIN,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,IRON_TAIL,RETURN,DOUBLE_TEAM,REFLECT,FACADE,SECRET_POWER,REST,ATTRACT,CUT,FLASH
CHIMECHO	CALM_MIND,TOXIC,HIDDEN_POWER,SUNNY_DAY,TAUNT,LIGHT_SCREEN,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,RETURN,PSYCHIC,SHADOW_BALL,DOUBLE_TEAM,REFLECT,SHOCK_WAVE,TORMENT,FACADE,SECRET_POWER,REST,ATTRACT,SKILL_SWAP,SNATCH,FLASH
CHINCHOU	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,ICE_BEAM,BLIZZARD,PROTECT,RAIN_DANCE,FRUSTRATION,THUNDERBOLT,THUNDER,RETURN,DOUBLE_TEAM,SHOCK_WAVE,FACADE,SECRET_POWER,REST,ATTRACT,SURF,FLASH,WATERFALL,DIVE
CLAMPERL	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,ICE_BEAM,BLIZZARD,PROTECT,RAIN_DANCE,FRUSTRATION,RETURN,DOUBLE_TEAM,FACADE,SECRET_POWER,REST,ATTRACT,SURF,WATERFALL,DIVE
CLAYDOL	TOXIC,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,HYPER_BEAM,LIGHT_SCREEN,PROTECT,RAIN_DANCE,FRUSTRATION,SOLAR_BEAM,EARTHQUAKE,RETURN,DIG,PSYCHIC,SHADOW_BALL,DOUBLE_TEAM,REFLECT,SANDSTORM,ROCK_TOMB,FACADE,SECRET_POWER,REST,SKILL_SWAP,STRENGTH,FLASH,ROCK_SMASH
CLEFABLE	FOCUS_PUNCH,WATER_PULSE,CALM_MIND,TOXIC,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,BLIZZARD,HYPER_BEAM,LIGHT_SCREEN,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,IRON_TAIL,THUNDERBOLT,THUNDER,RETURN,DIG,PSYCHIC,SHADOW_BALL,BRICK_BREAK,DOUBLE_TEAM,REFLECT,SHOCK_WAVE,FLAMETHROWER,FIRE_BLAST,FACADE,SECRET_POWER,REST,ATTRACT,SNATCH,STRENGTH,FLASH
CLEFAIRY	FOCUS_PUNCH,WATER_PULSE,CALM_MIND,TOXIC,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,BLIZZARD,LIGHT_SCREEN,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,IRON_TAIL,THUNDERBOLT,THUNDER,RETURN,DIG,PSYCHIC,SHADOW_BALL,BRICK_BREAK,DOUBLE_TEAM,REFLECT,SHOCK_WAVE,FLAMETHROWER,FIRE_BLAST,FACADE,SECRET_POWER,REST,ATTRACT,SNATCH,STRENGTH,FLASH
CLEFFA	WATER_PULSE,TOXIC,HIDDEN_POWER,SUNNY_DAY,LIGHT_SCREEN,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,IRON_TAIL,RETURN,DIG,PSYCHIC,SHADOW_BALL,DOUBLE_TEAM,REFLECT,SHOCK_WAVE,FLAMETHROWER,FIRE_BLAST,FACADE,SECRET_POWER,REST,ATTRACT,FLASH
CLOYSTER	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,ICE_BEAM,BLIZZARD,HYPER_BEAM,PROTECT,RAIN_DANCE,FRUSTRATION,RETURN,DOUBLE_TEAM,TORMENT,FACADE,SECRET_POWER,REST,ATTRACT,SURF,DIVE
COMBUSKEN	FOCUS_PUNCH,TOXIC,BULK_UP,HIDDEN_POWER,SUNNY_DAY,PROTECT,FRUSTRATION,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,FLAMETHROWER,FIRE_BLAST,ROCK_TOMB,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,OVERHEAT,CUT,STRENGTH,ROCK_SMASH
CORPHISH	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,TAUNT,ICE_BEAM,BLIZZARD,PROTECT,RAIN_DANCE,FRUSTRATION,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,SLUDGE_BOMB,ROCK_TOMB,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,CUT,SURF,STRENGTH,ROCK_SMASH,WATERFALL
CORSOLA	WATER_PULSE,CALM_MIND,TOXIC,HAIL,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,BLIZZARD,LIGHT_SCREEN,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,EARTHQUAKE,RETURN,DIG,PSYCHIC,SHADOW_BALL,DOUBLE_TEAM,REFLECT,SANDSTORM,ROCK_TOMB,FACADE,SECRET_POWER,REST,ATTRACT,SURF,STRENGTH,ROCK_SMASH
CRADILY	TOXIC,BULLET_SEED,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,GIGA_DRAIN,FRUSTRATION,SOLAR_BEAM,EARTHQUAKE,RETURN,DOUBLE_TEAM,SLUDGE_BOMB,SANDSTORM,ROCK_TOMB,FACADE,SECRET_POWER,REST,ATTRACT,STRENGTH,ROCK_SMASH
CRAWDAUNT	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,TAUNT,ICE_BEAM,BLIZZARD,HYPER_BEAM,PROTECT,RAIN_DANCE,FRUSTRATION,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,SLUDGE_BOMB,ROCK_TOMB,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,CUT,SURF,STRENGTH,ROCK_SMASH,WATERFALL,DIVE
CROBAT	TOXIC,HIDDEN_POWER,SUNNY_DAY,TAUNT,HYPER_BEAM,PROTECT,RAIN_DANCE,GIGA_DRAIN,FRUSTRATION,RETURN,SHADOW_BALL,DOUBLE_TEAM,SLUDGE_BOMB,AERIAL_ACE,TORMENT,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,STEEL_WING,SNATCH,FLY
CROCONAW	FOCUS_PUNCH,WATER_PULSE,ROAR,TOXIC,HAIL,HIDDEN_POWER,ICE_BEAM,BLIZZARD,PROTECT,RAIN_DANCE,FRUSTRATION,IRON_TAIL,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,CUT,SURF,STRENGTH,ROCK_SMASH,WATERFALL,DIVE
CUBONE	FOCUS_PUNCH,TOXIC,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,BLIZZARD,PROTECT,FRUSTRATION,IRON_TAIL,EARTHQUAKE,RETURN,DIG,BRICK_BREAK,DOUBLE_TEAM,FLAMETHROWER,SANDSTORM,FIRE_BLAST,ROCK_TOMB,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,STRENGTH,ROCK_SMASH
CYNDAQUIL	TOXIC,HIDDEN_POWER,SUNNY_DAY,PROTECT,FRUSTRATION,RETURN,DIG,DOUBLE_TEAM,FLAMETHROWER,FIRE_BLAST,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,OVERHEAT,CUT
DELCATTY	WATER_PULSE,CALM_MIND,TOXIC,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,BLIZZARD,HYPER_BEAM,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,IRON_TAIL,THUNDERBOLT,THUNDER,RETURN,DIG,SHADOW_BALL,DOUBLE_TEAM,SHOCK_WAVE,FACADE,SECRET_POWER,REST,ATTRACT,STRENGTH,FLASH,ROCK_SMASH
DELIBIRD	FOCUS_PUNCH,WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,ICE_BEAM,BLIZZARD,PROTECT,RAIN_DANCE,FRUSTRATION,RETURN,DOUBLE_TEAM,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,FLY
DEOXYS	FOCUS_PUNCH,WATER_PULSE,CALM_MIND,TOXIC,HIDDEN_POWER,SUNNY_DAY,TAUNT,ICE_BEAM,HYPER_BEAM,LIGHT_SCREEN,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,SOLAR_BEAM,THUNDERBOLT,THUNDER,RETURN,PSYCHIC,SHADOW_BALL,BRICK_BREAK,DOUBLE_TEAM,REFLECT,SHOCK_WAVE,ROCK_TOMB,AERIAL_ACE,TORMENT,FACADE,SECRET_POWER,REST,SKILL_SWAP,SNATCH,CUT,STRENGTH,FLASH,ROCK_SMASH
DEWGONG	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,ICE_BEAM,BLIZZARD,HYPER_BEAM,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,RETURN,DOUBLE_TEAM,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,SURF,WATERFALL,DIVE
DIGLETT	TOXIC,HIDDEN_POWER,SUNNY_DAY,PROTECT,FRUSTRATION,EARTHQUAKE,RETURN,DIG,DOUBLE_TEAM,SLUDGE_BOMB,ROCK_TOMB,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,CUT,ROCK_SMASH
DODRIO	TOXIC,HIDDEN_POWER,SUNNY_DAY,TAUNT,HYPER_BEAM,PROTECT,FRUSTRATION,RETURN,DOUBLE_TEAM,AERIAL_ACE,TORMENT,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,STEEL_WING,FLY
DODUO	TOXIC,HIDDEN_POWER,SUNNY_DAY,PROTECT,FRUSTRATION,RETURN,DOUBLE_TEAM,AERIAL_ACE,FACADE,SECRET_POWER,REST,ATTRACT,THIEF,STEEL_WING,FLY
DONPHAN	ROAR,TOXIC,HIDDEN_POWER,SUNNY_DAY,HYPER_BEAM,PROTECT,FRUSTRATION,IRON_TAIL,EARTHQUAKE,RETURN,DOUBLE_TEAM,SANDSTORM,ROCK_TOMB,FACADE,SECRET_POWER,REST,ATTRACT,STRENGTH,ROCK_SMASH
DRAGONAIR	WATER_PULSE,TOXIC,HAIL,HIDDEN_POWER,SUNNY_DAY,ICE_BEAM,BLIZZARD,HYPER_BEAM,PROTECT,RAIN_DANCE,SAFEGUARD,FRUSTRATION,IRON_TAIL,THUNDERBOLT,THUNDER,RETURN,DOUBLE_TEAM,SHOCK_WAVE,FLAMETHROWER,FIRE_BLAST,FACADE,SECRET_POWER,REST,ATTRACT,SURF,WATERFALL
