ITEM_QUICK_CLAW	100
ITEM_RABUTA_BERRY	20
ITEM_RARE_CANDY	4800
ITEM_RAWST_BERRY	20
ITEM_RAZZ_BERRY	20
ITEM_RED_FLUTE	300
ITEM_RED_SCARF	100
ITEM_RED_SHARD	200
ITEM_REPEAT_BALL	1000
ITEM_REPEL	350
ITEM_REVIVAL_HERB	2800
ITEM_REVIVE	1500
ITEM_SACRED_ASH	200
ITEM_SALAC_BERRY	20
ITEM_SCOPE_LENS	200
ITEM_SEA_INCENSE	9600
ITEM_SHADOW_MAIL	50
ITEM_SHARP_BEAK	100
ITEM_SHELL_BELL	200
ITEM_SHOAL_SALT	20
ITEM_SHOAL_SHELL	20
ITEM_SILK_SCARF	100
ITEM_SILVER_POWDER	100
ITEM_SITRUS_BERRY	20
ITEM_SMOKE_BALL	200
ITEM_SODA_POP	300
ITEM_SOFT_SAND	100
ITEM_SOOTHE_BELL	100
ITEM_SOUL_DEW	200
ITEM_SPELL_TAG	100
ITEM_SPELON_BERRY	20
ITEM_STARDUST	2000
ITEM_STARF_BERRY	20
ITEM_STAR_PIECE	9800
ITEM_STICK	200
ITEM_SUN_STONE	2100
ITEM_SUPER_POTION	700
ITEM_SUPER_REPEL	500
ITEM_TAMATO_BERRY	20
ITEM_THICK_CLUB	500
ITEM_THUNDER_STONE	2100
ITEM_TIMER_BALL	1000
ITEM_TINY_MUSHROOM	500
ITEM_TM_AERIAL_ACE	3000
ITEM_TM_ATTRACT	3000
ITEM_TM_BLIZZARD	5500
ITEM_TM_BRICK_BREAK	3000
ITEM_TM_BULK_UP	3000
ITEM_TM_BULLET_SEED	3000
ITEM_TM_CALM_MIND	3000
ITEM_TM_DIG	2000
ITEM_TM_DOUBLE_TEAM	2000
ITEM_TM_DRAGON_CLAW	3000
ITEM_TM_EARTHQUAKE	3000
ITEM_TM_FACADE	3000
ITEM_TM_FIRE_BLAST	5500
ITEM_TM_FLAMETHROWER	3000
ITEM_TM_FOCUS_PUNCH	3000
ITEM_TM_FRUSTRATION	1000
ITEM_TM_GIGA_DRAIN	3000
ITEM_TM_HAIL	3000
ITEM_TM_HIDDEN_POWER	3000
ITEM_TM_HYPER_BEAM	7500
ITEM_TM_ICE_BEAM	3000
ITEM_TM_IRON_TAIL	3000
ITEM_TM_LIGHT_SCREEN	3000
ITEM_TM_OVERHEAT	3000
ITEM_TM_PROTECT	3000
ITEM_TM_PSYCHIC	2000
ITEM_TM_RAIN_DANCE	2000
ITEM_TM_REFLECT	3000
ITEM_TM_REST	3000
ITEM_TM_RETURN	1000
ITEM_TM_ROAR	1000
ITEM_TM_ROCK_TOMB	3000
ITEM_TM_SAFEGUARD	3000
ITEM_TM_SANDSTORM	2000
ITEM_TM_SECRET_POWER	3000
ITEM_TM_SHADOW_BALL	3000
ITEM_TM_SHOCK_WAVE	3000
ITEM_TM_SKILL_SWAP	3000
ITEM_TM_SLUDGE_BOMB	1000
ITEM_TM_SNATCH	3000
ITEM_TM_SOLAR_BEAM	3000
ITEM_TM_STEEL_WING	3000
ITEM_TM_SUNNY_DAY	2000
ITEM_TM_TAUNT	3000
ITEM_TM_THIEF	3000
ITEM_TM_THUNDER	5500
ITEM_TM_THUNDERBOLT	3000
ITEM_TM_TORMENT	3000
ITEM_TM_TOXIC	3000
ITEM_TM_WATER_PULSE	3000
ITEM_TROPIC_MAIL	50
ITEM_TWISTED_SPOON	100
ITEM_ULTRA_BALL	1200
ITEM_UP_GRADE	2100
ITEM_WATER_STONE	2100
ITEM_WATMEL_BERRY	20
ITEM_WAVE_MAIL	50
ITEM_WEPEAR_BERRY	20
ITEM_WHITE_FLUTE	500
ITEM_WHITE_HERB	100
ITEM_WIKI_BERRY	20
ITEM_WOOD_MAIL	50
ITEM_X_ACCURACY	950
ITEM_X_ATTACK	500
ITEM_X_DEFEND	550
ITEM_X_SPECIAL	350
ITEM_X_SPEED	350
ITEM_YELLOW_FLUTE	200
ITEM_YELLOW_SCARF	100
ITEM_YELLOW_SHARD	200
ITEM_ZINC	9800
